"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZSCAN16-AS11",4.01924514172407e-07,0.494021990706415,0.358,0.128,0.00900391296649027,"10","ZSCAN16-AS1"
"CDCA41",4.08845996184512e-07,0.667224470253349,0.399,0.131,0.00915896800652544,"10","CDCA4"
"FAM111B1",4.12959255782558e-07,0.536717240131172,0.313,0.08,0.00925111324804086,"10","FAM111B"
"SYK1",4.15542036255924e-07,0.830173074386016,0.599,0.288,0.0093089726962052,"10","SYK"
"MAD2L12",4.286767934747e-07,0.87956786893722,0.504,0.17,0.00960321752742024,"10","MAD2L1"
"TK12",4.37584486235021e-07,1.12249997371204,0.439,0.171,0.00980276766063694,"10","TK1"
"H2AFV2",4.40970156427836e-07,1.34248222033684,0.764,0.765,0.00987861344429638,"10","H2AFV"
"FANCI1",4.41667750589201e-07,0.429399927533142,0.274,0.074,0.00989424094869929,"10","FANCI"
"KIF231",4.52239947893522e-07,0.532938027110003,0.258,0.045,0.0101310793127107,"10","KIF23"
"PARVG2",4.5772223969227e-07,0.445056868479141,0.313,0.046,0.0102538936135862,"10","PARVG"
"CENPF1",4.63292336991396e-07,1.42109542190124,0.425,0.134,0.0103786749332813,"10","CENPF"
"MILR11",4.63878229249777e-07,0.406006298024519,0.26,0.024,0.0103918000916535,"10","MILR1"
"KIF111",4.69615521334995e-07,0.536632239290082,0.317,0.052,0.0105203269089466,"10","KIF11"
"PNRC21",4.80456932382735e-07,0.598725218856895,0.723,0.613,0.010763196199238,"10","PNRC2"
"SH3BGRL1",4.95361595466438e-07,0.693911363329527,0.797,0.587,0.0110970904616391,"10","SH3BGRL"
"FAM129A1",5.29234177767242e-07,0.419617848583277,0.26,0.047,0.0118559040503418,"10","FAM129A"
"CDCA81",5.31153477898984e-07,0.648252368845381,0.329,0.077,0.011898900211893,"10","CDCA8"
"PLEKHO12",5.32634988629932e-07,0.42088718466877,0.298,0.066,0.0119320890152877,"10","PLEKHO1"
"DAXX",5.40045365404752e-07,0.423470125047283,0.449,0.303,0.0120980962757973,"10","DAXX"
"LSM102",5.41193539525604e-07,0.752309809021759,0.585,0.377,0.0121238176724526,"10","LSM10"
"SH3KBP11",5.47113789789943e-07,0.847379101869444,0.716,0.549,0.0122564431188743,"10","SH3KBP1"
"NIN2",5.79709188187425e-07,0.67517783390065,0.449,0.13,0.0129866452337747,"10","NIN"
"RPL152",6.0185234967663e-07,0.452844313654307,0.998,0.99,0.0134826963374559,"10","RPL15"
"CLSPN1",6.05015163040764e-07,0.661927321456083,0.341,0.073,0.0135535496824392,"10","CLSPN"
"RGS102",6.07468417079892e-07,0.791647113634535,0.585,0.241,0.0136085074794237,"10","RGS10"
"IMP4",6.11205278341601e-07,0.721003022165191,0.606,0.491,0.0136922206454085,"10","IMP4"
"NASP2",6.14904443046122e-07,0.693959831133657,0.635,0.462,0.0137750893331192,"10","NASP"
"CENPH2",6.18287291930669e-07,0.605485834967906,0.408,0.155,0.0138508719138309,"10","CENPH"
"FEN11",6.37116038624417e-07,0.776085277070828,0.425,0.144,0.0142726734972642,"10","FEN1"
"DEK2",6.43860577749567e-07,1.15361972644292,0.845,0.761,0.0144237646627458,"10","DEK"
"BNIP22",6.62163869764412e-07,0.486738982648889,0.468,0.265,0.0148337950104624,"10","BNIP2"
"MAP4K2",6.75555817371849e-07,0.50554365333525,0.332,0.061,0.0151338014207642,"10","MAP4K2"
"MTMR141",6.90680010720896e-07,0.590151187911787,0.475,0.247,0.0154726136001695,"10","MTMR14"
"GRAP",6.90775343805053e-07,0.321637858093635,0.21,0.016,0.0154747492519208,"10","GRAP"
"LIG11",6.9828205183535e-07,0.542886748917692,0.341,0.128,0.0156429145252155,"10","LIG1"
"YBX13",7.00198527536655e-07,0.628642090749077,0.998,0.968,0.0156858474138762,"10","YBX1"
"RPS292",7.00225359843931e-07,0.412908693871842,1,0.998,0.0156864485112237,"10","RPS29"
"LSM14A",7.09901464656813e-07,0.851212757477674,0.697,0.528,0.0159032126112419,"10","LSM14A"
"ARHGAP152",7.422326504152e-07,0.512459731753827,0.339,0.056,0.0166274958346013,"10","ARHGAP15"
"MND11",7.48663451517689e-07,0.56711110198574,0.332,0.074,0.0167715586408993,"10","MND1"
"UCHL1",7.5769527000717e-07,0.322094941947779,0.2,0.009,0.0169738894387006,"10","UCHL1"
"TUBA1B3",7.63859108099651e-07,1.97727236922783,0.821,0.831,0.0171119717396484,"10","TUBA1B"
"NUF21",7.97612782330576e-07,0.815819802157941,0.363,0.061,0.0178681215497696,"10","NUF2"
"SUMO1",8.45611131008863e-07,0.676468267805619,0.85,0.791,0.0189433805568606,"10","SUMO1"
"KCNN31",8.53657755465357e-07,0.327349176022923,0.196,0.028,0.0191236410379349,"10","KCNN3"
"PIK3CG",8.53657755465357e-07,0.285754712424305,0.196,0.026,0.0191236410379349,"10","PIK3CG"
"HSH2D1",8.7862692062734e-07,0.617976472566502,0.449,0.157,0.0196830002758937,"10","HSH2D"
"FBXO5",8.83575901782163e-07,0.497594199613869,0.274,0.072,0.019793867351724,"10","FBXO5"
"TEX301",8.9976806393215e-07,0.431449609717664,0.344,0.131,0.020156604168208,"10","TEX30"
"UVRAG",9.36745761709623e-07,0.382693284113086,0.365,0.183,0.020984978553819,"10","UVRAG"
"SHCBP1",9.72912789768853e-07,0.528663828461243,0.301,0.04,0.0217951923164018,"10","SHCBP1"
"CDT11",1.02773496485563e-06,0.792790927106841,0.372,0.121,0.0230233186826959,"10","CDT1"
"PTK2B1",1.03443502160576e-06,0.412963432068609,0.368,0.162,0.0231734133540123,"10","PTK2B"
"ADAM283",1.04760141759735e-06,0.551105046617367,0.31,0.071,0.0234683669570158,"10","ADAM28"
"PTTG11",1.05585725805158e-06,1.54731780386169,0.609,0.208,0.0236533142948715,"10","PTTG1"
"ELF12",1.06388681733106e-06,0.653183871092257,0.752,0.614,0.0238331924818503,"10","ELF1"
"CD2BP2",1.12663860812122e-06,0.538340790024197,0.556,0.407,0.0252389580991316,"10","CD2BP2"
"CD842",1.13078523179651e-06,0.380487006272908,0.243,0.029,0.0253318507627054,"10","CD84"
"ACADM",1.14116503320891e-06,0.962456238599217,0.659,0.412,0.0255643790739461,"10","ACADM"
"SPC252",1.14302845067673e-06,0.816142443642607,0.377,0.062,0.0256061233520601,"10","SPC25"
"MYCBP22",1.15679979913299e-06,0.782462405932495,0.644,0.385,0.0259146291001772,"10","MYCBP2"
"HNRNPD2",1.16474035770054e-06,0.851556941388743,0.78,0.68,0.0260925134932075,"10","HNRNPD"
"ITGAE1",1.17489931598348e-06,0.80381424429121,0.537,0.337,0.026320094476662,"10","ITGAE"
"LYPLA11",1.19071721609706e-06,0.538979834935583,0.737,0.646,0.0266744470750064,"10","LYPLA1"
"DCP21",1.20325143463672e-06,0.526336247200951,0.451,0.204,0.0269552386387319,"10","DCP2"
"EVI2A3",1.28499727402113e-06,0.531240821407061,0.368,0.092,0.0287865089326214,"10","EVI2A"
"ATAD21",1.28848787202912e-06,0.61158488340459,0.377,0.142,0.0288647053091965,"10","ATAD2"
"ARHGAP24",1.30311702176826e-06,0.483746387845021,0.294,0.065,0.0291924275216526,"10","ARHGAP24"
"CHAF1A1",1.36168400565e-06,0.435299678823074,0.308,0.135,0.0305044450945712,"10","CHAF1A"
"TRBC21",1.36646918461299e-06,0.860364696741528,0.298,0.064,0.0306116426737003,"10","TRBC2"
"PCNP1",1.37001490706778e-06,0.629072253157568,0.697,0.609,0.0306910739481325,"10","PCNP"
"MCOLN2",1.38086397448676e-06,0.541795644329797,0.317,0.051,0.0309341147564524,"10","MCOLN2"
"RASSF52",1.39282070367944e-06,0.491727191945427,0.344,0.07,0.0312019694038269,"10","RASSF5"
"CHIC2",1.40774574470099e-06,0.319941977457962,0.382,0.271,0.0315363201727915,"10","CHIC2"
"RASSF21",1.41894909388478e-06,0.407154755376519,0.248,0.027,0.0317872976012068,"10","RASSF2"
"RPS52",1.42106014084638e-06,0.463749788595324,1,0.981,0.0318345892752407,"10","RPS5"
"CYFIP21",1.43155374417574e-06,0.474209187207999,0.372,0.152,0.032069666977025,"10","CYFIP2"
"RANBP12",1.47765523332634e-06,1.0875256596034,0.826,0.759,0.0331024325369767,"10","RANBP1"
"HAUS8",1.57223906036398e-06,0.560754834922114,0.334,0.074,0.0352212994302739,"10","HAUS8"
"HELLS1",1.57260318382928e-06,0.705311971028628,0.368,0.138,0.0352294565241436,"10","HELLS"
"CHI3L21",1.57742453715429e-06,0.526375031498771,0.265,0.009,0.0353374644813305,"10","CHI3L2"
"HNRNPR2",1.690042165829e-06,0.611108819852554,0.742,0.665,0.0378603245989013,"10","HNRNPR"
"SNRNP252",1.71796894947754e-06,0.964485627493362,0.58,0.354,0.0384859404061959,"10","SNRNP25"
"MAP4K4",1.74990140479329e-06,0.482209847554583,0.446,0.232,0.0392012912701793,"10","MAP4K4"
"FCHSD2",1.83140241096728e-06,0.327417406287226,0.234,0.082,0.041027076810489,"10","FCHSD2"
"XIST2",1.86005658300171e-06,0.685131900353783,0.52,0.188,0.0416689875724043,"10","XIST"
"YWHAQ2",1.96700529157875e-06,0.674118295275435,0.778,0.762,0.0440648525419471,"10","YWHAQ"
"SMS2",1.9825186029273e-06,0.786069798802325,0.716,0.634,0.0444123817427775,"10","SMS"
"PNN",1.98745109821972e-06,0.507191715031626,0.728,0.667,0.0445228795023181,"10","PNN"
"SF1",2.01061255133377e-06,0.482794168757562,0.802,0.711,0.0450417423749792,"10","SF1"
"SET3",2.01836571953658e-06,0.607264785860106,0.905,0.85,0.0452154288490584,"10","SET"
"AP1S21",2.04032850609285e-06,0.291096658097938,0.437,0.174,0.0457074391934921,"10","AP1S2"
"LYSMD21",2.18374290754776e-06,0.784985750312233,0.539,0.255,0.048920208614885,"10","LYSMD2"
"GNB5",2.19119923461056e-06,0.487385977122048,0.346,0.053,0.0490872452537457,"10","GNB5"
"CKAP2L",2.22475477218596e-06,0.473853758417743,0.253,0.034,0.0498389564065098,"10","CKAP2L"
"SLC26A31",4.73280230426998e-38,4.75027244714695,0.997,0.092,1.06024237220256e-33,"11","SLC26A3"
"CEACAM71",4.18234010948887e-37,4.10367668592589,0.989,0.089,9.36927831327697e-33,"11","CEACAM7"
"GUCA2B1",4.42399471718639e-35,3.10246127964371,0.92,0.077,9.91063296544095e-31,"11","GUCA2B"
"GUCA2A1",2.06770147070088e-34,4.31741947860625,0.983,0.159,4.63206483466411e-30,"11","GUCA2A"
"MS4A121",3.60982441328302e-34,2.85624052608841,0.9,0.062,8.08672865063662e-30,"11","MS4A12"
"PLAC81",5.90819983446107e-34,3.04920982676103,0.986,0.364,1.32355492691597e-29,"11","PLAC8"
"CA41",1.72195462068608e-33,3.65044043761178,0.952,0.076,3.85752274126095e-29,"11","CA4"
"TSPAN14",4.07598209118864e-33,2.99378491508521,0.997,0.621,9.13101508068078e-29,"11","TSPAN1"
"AQP8",5.13052900454223e-33,4.88588003503887,0.849,0.028,1.14934110759755e-28,"11","AQP8"
"LINC011331",1.94495108964954e-32,2.16363099493227,0.949,0.302,4.35707943103291e-28,"11","LINC01133"
"SDCBP22",2.5626263596303e-32,2.2191904757088,0.966,0.294,5.74079557084379e-28,"11","SDCBP2"
"FABP12",1.37957769940464e-31,3.27700916363658,1,0.498,3.09052996220628e-27,"11","FABP1"
"PKIB3",6.3836937278343e-31,2.43753952980007,0.923,0.213,1.43007506890944e-26,"11","PKIB"
"PHGR12",1.01167700419987e-30,3.04844243635405,1,0.835,2.26635882480854e-26,"11","PHGR1"
"CDHR52",1.95104470476605e-30,2.1486273302934,0.977,0.33,4.37073034761691e-26,"11","CDHR5"
"GCNT3",2.40915416493539e-30,1.89474230567108,0.883,0.177,5.39698716028825e-26,"11","GCNT3"
"MALL3",4.85618239756133e-30,1.87354322437463,0.932,0.275,1.08788198070169e-25,"11","MALL"
"HPGD1",8.65483552456183e-30,2.57639695479248,0.9,0.205,1.93885625421234e-25,"11","HPGD"
"HHLA2",9.96188773996491e-30,1.59289050702585,0.806,0.111,2.23166209150694e-25,"11","HHLA2"
"LYPD81",1.4560379365151e-29,2.88860562149304,0.872,0.112,3.26181618538113e-25,"11","LYPD8"
"C19orf332",2.99392768822039e-29,1.98955926808119,0.997,0.709,6.70699680715131e-25,"11","C19orf33"
"CEACAM53",3.029727467801e-29,2.09009324827731,1,0.708,6.78719547336781e-25,"11","CEACAM5"
"IL322",3.04910582834385e-29,2.31417871278735,0.983,0.602,6.83060687665588e-25,"11","IL32"
"KRT202",3.72140187388688e-29,2.41158858216675,0.957,0.334,8.33668447788138e-25,"11","KRT20"
"SELENOP",7.42080991283536e-29,3.78991552637888,0.969,0.338,1.66240983667338e-24,"11","SELENOP"
"CEACAM11",8.8359155774034e-29,2.62814420455528,0.9,0.277,1.97942180764991e-24,"11","CEACAM1"
"DST1",8.871941289524e-29,1.864033627373,0.969,0.487,1.98749228767917e-24,"11","DST"
"TMEM37",1.32800328419193e-28,1.71973040761644,0.781,0.105,2.97499295724676e-24,"11","TMEM37"
"EMP12",1.3886382544393e-28,1.90357080687687,0.832,0.154,3.11082741759492e-24,"11","EMP1"
"CLCA41",5.5585448111974e-28,4.22998178147677,0.766,0.029,1.24522520860444e-23,"11","CLCA4"
"RHOC2",8.33210620639971e-28,1.82623987595657,0.994,0.746,1.86655843235766e-23,"11","RHOC"
"CA22",9.34766244088496e-28,2.35305492990196,0.972,0.326,2.09406334000705e-23,"11","CA2"
"SMPDL3A",1.11744010274502e-27,1.90933332294288,0.855,0.258,2.5032893181694e-23,"11","SMPDL3A"
"B2M4",2.67889268821934e-27,1.81344056348183,1,1,6.00125540014897e-23,"11","B2M"
"RIOK31",4.383202798048e-27,1.29895429220758,0.892,0.446,9.81925090818713e-23,"11","RIOK3"
"SLC51B1",5.06289753029688e-27,1.81055521968255,0.792,0.062,1.13419030473711e-22,"11","SLC51B"
"DHRS91",5.82455438642061e-27,1.53740468575536,0.726,0.05,1.30481667364594e-22,"11","DHRS9"
"MT-CO14",6.26958719524744e-27,1.82555965889787,1,0.999,1.40451292347933e-22,"11","MT-CO1"
"MALAT12",6.4377873914555e-27,1.59423992891723,1,0.998,1.44219313143386e-22,"11","MALAT1"
"TRIM312",6.54896811111189e-27,2.39178452786919,0.915,0.28,1.46709983625129e-22,"11","TRIM31"
"SPATS2L1",7.29941609430648e-27,1.62817914696182,0.926,0.569,1.63521519344654e-22,"11","SPATS2L"
"MISP2",1.22311823075497e-26,1.55338106026962,0.952,0.558,2.74002946053729e-22,"11","MISP"
"SULT1A21",3.24102914688055e-26,1.46324567462645,0.732,0.044,7.26055349484181e-22,"11","SULT1A2"
"HLA-B4",3.3721514205406e-26,1.79800481723632,1,0.993,7.55429361229505e-22,"11","HLA-B"
"PRSS33",5.37427887880716e-26,1.59961951354418,0.974,0.637,1.20394595443038e-21,"11","PRSS3"
"CLDN231",7.25881187369346e-26,1.81356163590922,0.823,0.13,1.62611903594481e-21,"11","CLDN23"
"FXYD32",1.21121569275792e-25,1.87350738447212,1,0.841,2.71336539491629e-21,"11","FXYD3"
"ATP1B32",3.68791585481907e-25,1.61880697878894,0.977,0.706,8.26166909796569e-21,"11","ATP1B3"
"CTSD2",3.96027286435425e-25,1.42516040061512,0.989,0.807,8.8718032707264e-21,"11","CTSD"
"CFDP11",6.48853217410487e-25,1.5636671371476,0.937,0.657,1.45356097764297e-20,"11","CFDP1"
"MEP1A1",9.66140510359249e-25,1.45074169030877,0.778,0.137,2.16434797130679e-20,"11","MEP1A"
"MUC131",1.32337127407091e-24,1.84759171457149,0.972,0.624,2.96461632817365e-20,"11","MUC13"
"CLDN72",1.70235990380726e-24,1.61091035338436,0.994,0.784,3.81362665650902e-20,"11","CLDN7"
"HIST1H1C2",1.71184586649411e-24,2.08526852600612,0.852,0.335,3.83487711012011e-20,"11","HIST1H1C"
"GPA332",1.71509566139999e-24,1.74901337341559,0.926,0.455,3.84215730066825e-20,"11","GPA33"
"TMIGD1",3.08301656808665e-24,1.65227291684461,0.752,0.01,6.90657371582771e-20,"11","TMIGD1"
"SECTM12",3.54190159435936e-24,1.70695870297777,0.695,0.052,7.93456795168383e-20,"11","SECTM1"
"MXD11",1.07035765318013e-23,1.59042668405755,0.835,0.28,2.39781521465413e-19,"11","MXD1"
"IFI272",1.48653690563533e-23,1.98581070199589,1,0.839,3.33013997600427e-19,"11","IFI27"
"C2orf882",1.79100196556058e-23,1.57393449635876,0.778,0.134,4.01220260324881e-19,"11","C2orf88"
"TSPAN32",1.79189035386278e-23,1.33999309115991,0.963,0.672,4.01419277072339e-19,"11","TSPAN3"
"CDKN2B-AS12",2.68687404791076e-23,1.78176777101572,0.786,0.095,6.01913524212967e-19,"11","CDKN2B-AS1"
"MYO15B1",2.72832536919235e-23,1.41306214530718,0.755,0.117,6.11199449206471e-19,"11","MYO15B"
"SRI2",3.03753347068321e-23,1.35691011524202,0.991,0.878,6.80468248102453e-19,"11","SRI"
"FTH13",3.20011211919556e-23,2.29048585752105,1,0.998,7.16889116942189e-19,"11","FTH1"
"MT-ND4L2",3.21163946062399e-23,1.77099366472005,0.991,0.868,7.19471471968986e-19,"11","MT-ND4L"
"PRAP11",4.0208362292251e-23,2.14315947140723,0.789,0.281,9.00747732071007e-19,"11","PRAP1"
"CD1771",4.20813615093303e-23,2.4856170001703,0.792,0.077,9.42706660532018e-19,"11","CD177"
"CDKN1A1",5.25452799548203e-23,1.43072314147701,0.869,0.377,1.17711936154788e-18,"11","CDKN1A"
"UGP23",8.09311096856682e-23,1.48291431946474,0.932,0.712,1.81301871917834e-18,"11","UGP2"
"RHOF1",1.47323300464255e-22,1.17934436639899,0.701,0.156,3.30033657700024e-18,"11","RHOF"
"CDHR21",1.57609203744003e-22,1.43522433711867,0.698,0.069,3.53076138227316e-18,"11","CDHR2"
"ABCB1",1.80933319000221e-22,1.40019019195158,0.744,0.161,4.05326821224294e-18,"11","ABCB1"
"CTSZ2",3.13058182072672e-22,1.21481541450579,0.903,0.587,7.01312939479199e-18,"11","CTSZ"
"ASS11",4.91665284076713e-22,1.7864519506171,0.892,0.49,1.10142856938865e-17,"11","ASS1"
"CYP3A53",9.39584066332048e-22,1.39722631104003,0.909,0.518,2.10485622539705e-17,"11","CYP3A5"
"SPINT12",1.3883721107437e-21,1.29641197438782,0.934,0.629,3.11023120248804e-17,"11","SPINT1"
"HLA-C3",1.60350200512083e-21,1.66860589509768,1,0.986,3.59216519187167e-17,"11","HLA-C"
"ANPEP1",1.99913177755743e-21,2.10623819682793,0.761,0.141,4.47845500808417e-17,"11","ANPEP"
"HSD17B21",2.80956097739202e-21,1.59604337907888,0.803,0.137,6.29397850155361e-17,"11","HSD17B2"
"EPCAM4",3.77786203972664e-21,1.3344916391514,1,0.84,8.46316654139562e-17,"11","EPCAM"
"ABCG21",3.79956336373532e-21,1.21321749366127,0.564,0.021,8.51178184743986e-17,"11","ABCG2"
"BLOC1S12",6.55048447312271e-21,1.17153935858897,0.966,0.86,1.46743953166895e-16,"11","BLOC1S1"
"AOC13",8.01371056746216e-21,1.41335343406624,0.943,0.444,1.79523144132287e-16,"11","AOC1"
"TMPRSS22",8.30448885312767e-21,1.31884727678677,0.849,0.462,1.86037159287766e-16,"11","TMPRSS2"
"ABHD3",9.45987846190077e-21,1.26827200669059,0.801,0.421,2.11920197303501e-16,"11","ABHD3"
"AMN2",1.02530832895707e-20,1.4264937903957,0.937,0.491,2.29689571852962e-16,"11","AMN"
"TMEM45B3",1.7046570852673e-20,1.25057538025667,0.883,0.511,3.81877280241582e-16,"11","TMEM45B"
"PRSS82",2.08136041264583e-20,1.37285669521426,0.934,0.536,4.6626635964092e-16,"11","PRSS8"
"TMEM544",2.27629842538161e-20,1.60283856661696,0.994,0.745,5.09936373253989e-16,"11","TMEM54"
"NEAT13",3.40186712089868e-20,1.2832225697371,0.994,0.971,7.62086272423722e-16,"11","NEAT1"
"VAMP82",4.98735492755306e-20,1.33593979352169,0.983,0.862,1.11726725087044e-15,"11","VAMP8"
"LRRC191",5.32409870385327e-20,1.09164625839347,0.675,0.196,1.19270459163721e-15,"11","LRRC19"
"LITAF2",5.91440133388414e-20,1.0236130495571,0.855,0.663,1.32494418681672e-15,"11","LITAF"
"CEACAM62",6.75864488174218e-20,1.70782879587784,0.923,0.361,1.51407162640788e-15,"11","CEACAM6"
"MYL12B2",7.34815916639752e-20,1.14693856455922,0.991,0.93,1.64613461645637e-15,"11","MYL12B"
"CLDN42",9.21499884504774e-20,1.43127256279623,0.994,0.826,2.06434404126759e-15,"11","CLDN4"
"NLN",9.54926903534333e-20,1.27061955870426,0.601,0.159,2.13922724929761e-15,"11","NLN"
"MYL12A4",9.84652255850267e-20,0.992090722320136,0.991,0.943,2.20581798355577e-15,"11","MYL12A"
"ISG151",1.55015346021806e-19,2.12117266602723,0.843,0.407,3.4726537815805e-15,"11","ISG15"
"PEX26",1.69577440954422e-19,1.25918842678675,0.707,0.249,3.79887383226096e-15,"11","PEX26"
"CASP71",1.7376091115417e-19,1.08236761520508,0.732,0.411,3.89259193167572e-15,"11","CASP7"
"TAX1BP32",2.15550367224567e-19,1.14500843255112,0.906,0.588,4.82875932656475e-15,"11","TAX1BP3"
"TXNIP3",2.84292742389592e-19,1.3046863830561,0.926,0.724,6.36872601501164e-15,"11","TXNIP"
"BSG4",3.4047840593725e-19,1.27917577728833,0.983,0.886,7.62739724980628e-15,"11","BSG"
"CLIC51",4.01489832756002e-19,1.03546035683434,0.65,0.129,8.99417523339997e-15,"11","CLIC5"
"CTSA1",5.46810669505954e-19,1.63088299658785,0.909,0.58,1.22496526182724e-14,"11","CTSA"
"CYSTM13",5.61133418328351e-19,1.25992721996538,0.98,0.79,1.25705108373917e-14,"11","CYSTM1"
"GPRC5A1",1.47176042080126e-18,1.29841784056084,0.895,0.528,3.29703769467898e-14,"11","GPRC5A"
"ENTPD82",1.8540142377557e-18,1.38581674828596,0.735,0.137,4.15336269542032e-14,"11","ENTPD8"
"JUND2",2.07675875420737e-18,1.13186251987619,0.94,0.761,4.65235496117535e-14,"11","JUND"
"APPL2",2.41132944264325e-18,0.962899913814554,0.627,0.249,5.40186021740942e-14,"11","APPL2"
"CDKN2B2",3.05293244827891e-18,1.18206476149669,0.681,0.115,6.83917927063441e-14,"11","CDKN2B"
"UBC2",3.6251046726861e-18,1.15448409792912,1,0.97,8.1209594877514e-14,"11","UBC"
"KLF63",3.74446181358683e-18,1.13009136604928,0.977,0.822,8.38834335479721e-14,"11","KLF6"
"LINC015591",3.76608784576172e-18,0.921561077891755,0.578,0.079,8.43678999207541e-14,"11","LINC01559"
"CHMP4B2",6.54628579311535e-18,0.909066436618768,0.932,0.81,1.4664989433737e-13,"11","CHMP4B"
"CAMK2N13",7.05301590002209e-18,1.06272283716106,0.957,0.685,1.58001662192295e-13,"11","CAMK2N1"
"SLC44A42",9.66888694450527e-18,1.1291357350542,0.937,0.652,2.16602405330807e-13,"11","SLC44A4"
"RFK1",1.03289513934245e-17,1.15231296303708,0.769,0.454,2.31389169115495e-13,"11","RFK"
"C11orf86",1.34965836786501e-17,0.922783222450839,0.442,0.008,3.0235046756912e-13,"11","C11orf86"
"PLOD2",2.35061377009817e-17,1.1774780134173,0.664,0.147,5.26584496777391e-13,"11","PLOD2"
"SLC26A21",2.55390282488219e-17,2.40376859771089,0.843,0.315,5.72125310830108e-13,"11","SLC26A2"
"TMBIM12",2.58254596971125e-17,1.05728822044926,0.786,0.452,5.78541948134714e-13,"11","TMBIM1"
"EPS82",3.48174964609494e-17,1.03111781747416,0.866,0.539,7.79981555718189e-13,"11","EPS8"
"MIR194-2HG2",3.50942131350823e-17,1.23209873037134,0.749,0.259,7.86180562652115e-13,"11","MIR194-2HG"
"PPP1R14D2",3.76673174016761e-17,1.37937707238366,0.892,0.454,8.43823244432349e-13,"11","PPP1R14D"
"MT-ND52",3.80696506316445e-17,1.27145512277485,0.997,0.989,8.52836313450099e-13,"11","MT-ND5"
"CDA1",4.48255064320109e-17,1.34040850875762,0.632,0.096,1.00418099508991e-12,"11","CDA"
"SLC17A41",6.67373017452481e-17,1.06912448265957,0.584,0.07,1.49504903369705e-12,"11","SLC17A4"
"IL2RG3",1.29683339356133e-16,1.18423916357796,0.755,0.292,2.9051661682561e-12,"11","IL2RG"
"CES22",1.44844341975733e-16,1.22799166954141,0.929,0.499,3.24480294894038e-12,"11","CES2"
